Perguntas,Tags
"Olá, oq quero fazer especificamente são radio buttons que quando um é ativado a cor de fundo da div saia da cor padrão (branco) e mude sua cor de background de acordo com o radio buttom, e salve essa alteração no banco de dados referente a tal cor, sem precisar enviar nenhum tipo de formulário por um botão de enviar. Ficou meio confuso, então, segue abaixo um exemplo:  Tenho as opções de radio buttom: opc1, opc2, opc3  Quando ativo a opc1 a div que contem o conjunto de radio buttons fica com seu background totalmente verde, e isso é salvo no BD de forma que sempre que eu voltar ela fique verde e com a sua devida opção de radio selecionada (opc1) e não perca a alteração quando a pagina for atualizada. Mas se nessa mesma div eu resolvo clicar na opc2, a div troca a cor e passa a ficar laranja, indicando outra coisa, assim salvando isso no BD tbm da mesma maneira, e sobrescrevendo no BD a row que estava armazenada a cor verde, e por fim, se o usuário clicar na opc3, a div passará a ficar vermelha, e também a alteração será salva no BD de forma que sobrescreva a anterior.  Sou novato e em processo de aprendizado no JavaScript, então ainda tenho certa dificuldade nisso apesar de parecer simples, já procurei bastante por isso e não achei nada muito esclarecedor, espero que alguém aqui possa me ajudar, segue abaixo os dois scripts que fiz (são dois porque tentei de duas maneiras, porém ambas falharam, mas vou deixar as duas pra saber qual maneira esta mais correta)  Primeira maneira:  CODE   Script maneira 1:  CODE   Segunda maneira:  CODE   Script Segunda maneira:  CODE   Se possível manda o código comentando pra mim tentar entender quais alterações remeteram ao o que, e também fazer o código em JavaScript e NÃO em Jquery. ",html 
"Tenho uma imagem de uma cama e precisava que quando o mouse hover acontecesse no travesseiro subisse um popup, porém não sei um modo de mapear essa imagem, eu ia utilizar map do html porém não terei responsividade, alguém sabe um modo de fazer com que o travesseiro fique com hover? obs: A parte do popup sei fazer somente quero saber como identificar que o travesseiro disparou hover, abaixo uma imagem explicando   ",html 
"Pessoal alguem já utilizou o goolecharts ? só consigo fazer plotar o grafico se ele está no head, como faço para o código dele ficar no body ? Pois quero plotar via um request ",jquery
"tenho o seguinte código:  CODE   porém a var 'data' está ficando com valor nulo, olha o exemplo: https://jsfiddle.net/e5p00evx/  A intenção é enviar estes dados utilizando $.ajax:  CODE   No lado do servidor já tenho uma estrutura para receber o json e deserializa-lo em objeto. ",jquery 
"Sou desenvolvedor .Net (MVC, WPF, MCF) e preciso desenvolver um projeto mobile multi-plataforma, fiz uma pesquisa e verifiquei que existem diversos framework's que resolvem a questão como PhoneGap, Apache Cordova, Ionic, Lungo entre outros.  Verifiquei que a maioria dos framework's são baseados em HTML, CSS e JavaScript.  Qual desses framework's possui a melhor desempenho e menor curva de aprendizado? ",html 
Eu compartilho o 3G do Celular com o meu tablet android quando estou no ônibus fretado. Aí vem a pergunta:  Eu gostaria de saber se existe a possibilidade de utilizar o ambiente de desenvolvimento do NodeJs/Phonegap/Cordova para desenvolver no tablet e emular no próprio celular que estou compartilhando o 3G?,node.js
"A minha página recebe informações do meu js, esta assim o meu código:  CODE   Gostaria que quando clicasse nesta tabela (que é exibida no meu html), ele enviasse o CODE  para a nova janela CODE , eu não sei como fazer isto usando JavaScript. ",html angular
"Tenho vários registros em PHP, e ao clicar em um link ""Mais informações"" abre uma CODE  oculta, porem ao clicar nessa link abre a CODE  oculta de todos os registros.  Meu código do Javascript é o seguinte:  CODE   css:  CODE   link:  CODE   div:  CODE   E outro detalhe, tudo isso está dentro de um PHP do. Ou seja está mostrando todos os registros.  Como pedido! Estou postando a estrutura do html  CODE  ",jquery 
"Boa tarde  Como posso desagrupar esse grupo de marcadores que tem localização próxima utilizando o Google Maps API? Pesquisei porém encontrei apenas o MarkerClusterer e outras alternativas que não são oriundas da Google, modificando os ícones padrões, e só encontrei uma que ao clicar sobre um marcador vários outros se desagrupam, porém não é nativo do Google.   Sem falar que o problema é quando o zoom está muito próximo, e os marcadores estão todos concentrados em uma rua por exemplo, como na imagem abaixo, então nesse caso o MarkerClustered não funcionaria.    Agradeço desde já. ",html
"Estou criando um mural de imagens dentro de thumbnails ajustando-as automaticamente, onde eu uso o cálculo abaixo:  CODE   Se eu tenho penas uma imagem, ele calcula bem, mas quando tenho imagens de tamanhos diferentes ele encontra um bug. Queria saber se há uma forma de eu executar essa função a cada vez que encontrar uma CODE  com a class CODE , pois assim posso tratar imagem por imagem e estruturar elas dentro das suas div's específicas. ",jquery html 
"Preciso que minha página em HTML5 retorne um CODE  com todos os nomes e extensões de arquivos existentes em um diretório dentro do meu site. Consigo fazer isso em outras linguagens server-side, mas gostaria de fazê-lo em JS. há essa possibilidade? ",jquery html
"Galera, estou com o seguinte problema a ser resolvido.. estou usando a API do google para pegar a geolocalização atual do usuário, porem ao clicar no icone que pega a geolocalização o formulário só é submetido se que clicar no input e pressionar enter, porem eu preciso que isso seja automático. 1 - Ou pressione o enter automaticamente. 2 - Ou de o submit no form automaticamente. já testei os seguintes códigos porem não retorna o resultado esperado:  CODE   esse código está dentro de um jQuery(document).click(function (e){}); com e.preventDefault(); então tudo ocorre sem recarregar a pág. Obrigado!       CODE        ",jquery
"Estou usando um Fancybox iframe onde quando o usuario confirma uma pergunta quero que atualize o conteúdo da página original após o sucesso em um ajax:  CODE   Mas atualmente, para funcionar, tive que colocar para remover o item dentro do Wookmark, atualizar o Wookmark e só depois chamar o método .close() para fechar o fancybox.  Existe alguma maneira de eu fechar fancybox primeiro e só depois remover o item do Wookmark? ",jquery 
"Eu tenho no meu formulário o campo data que obriga o usuário a apenas números e caso outras opções não sejam selecionadas ele retornar um alert. Mas minha duvida é referente ao campo data já citado. Como obrigo o usuário a digitar os 8 números da data, e caso não digite, ao dar submit, ele retornará algum erro como um alert?  Segue o que tenho pronto até agr:      CODE   CODE        ",html
"Estou tentando montar um combo dinâmico com Angular, porém não estou tendo sucesso, eu conseguir implementar com valores estáticos, mas não tive sucesso quando fui adaptar-lo com minha API Java que tem conexão com o banco de dados.  O meu objetivo é ao carregar um dropdown list de um estado do brasil ele possa carregar automaticamente o segundo dropdown list das cidades do brasil correspondente aquele estado do brasil que foi selecionado no primeiro dropdown list.  OBS: os dados que estão no meu banco de dados local eu inserir as cidade e estados com insert no banco.  Através do facebook encontrei esse exemplo de combo dinâmico com dados estáticos para entenderem o que preciso:  O efeito prático está nos 21 minutos e 38 segundos desse vídeo.  Angular 5 - Select Dinâmico  O exemplo com dados estáticos está tendo esse tipo de retorno;  CODE   Ficou assim;    E com cidades ficou assim;  CODE   Ficou assim:    E assim:    O repositório com dados estático dicou assim, Clique Aqui  Beleza mas quando fui adaptar-lo para pega dados da minha API Java não tive sucesso, é essa mensagem de erro que está dando.    Meu componente ficou assim;  CODE   O serviço ficou assim:  CODE   E minha pagina ficou assim;  CODE   Eu fiz uns teste e minha API Angular está conseguindo o GET do estado e das cidades veja;  CODE   Ficou assim:        E de Estados:  CODE   ficou assim;    Percebe que ele está chamando duas vezes;  O meu repositório está assim, Clique aqui  Não sei como resolver esse problema, aceito sugestões;  Meu banco de dados ficou assim:  cidades     Estado    ============ATUALIZAÇÃO=======================  Fui orientado a fazer as seguintes modificações;  O componente:  CODE   O serviço;  CODE   Estou enfrentando o seguinte erro:    Veja mais detalhe:    Então descobrir que meu problema erra esse:  EXCEPTION: Response with status: 200 Ok for URL:  Então encontrei esse site para resolver meu problema:  How to use Angular 2 JSONP  Por causa disso resolvi instalar-lo com o comando abaixo;  CODE   Veja o código antes:  CODE   E o código depois da modificação:  CODE   Ai ele gerou esse outro erro:    Pelo que eu entendi, posso está enganado, ele quer que eu mude de CODE  para CODE , mas se eu fizer isso vou ter que alterar o meu projeto todo que usar HttpModule, é meio complicado porque meu projeto está um pouco grande. ",angular
"vejam um exemplo funcional neste jsfiddle   o texto: ""texto deveria ser quebrado"" ele não está quebrando e respeitando o espaço da td.  Obrigado. ",html 
"Eu tenho uma string (html) e preciso remover tudo que está entre a primeira ocorrência de CODE  e primeiro fechamento da tag CODE  e último fechamento da ""CODE "". O primeiro, deve ser dessa forma pois a classe dessa div é gerada dinamicamente, permanecendo apenas o primeiro caractere.  Por exemplo: CODE  deverá ser transformado em CODE   Tentei da seguinte forma, mas está removendo toda a string:  CODE   Editado  Caso a string tenha uma quebra de linha, a solução deixa de funcionar:      CODE         JSFiddle  Como o Pedro havia informado na própria resposta, era só adicionar CODE  tendo o seguinte resultado:  CODE  ",jquery
"Como faço pra pegar a classe (CODE ) do seguinte código ,fazendo uma condição com os valores retornados pelo atributo name.Ou seja, quero que se o CODE  tiver um determinado nome no seu atributo name ele me retorne alem do valor do atributo CODE  sua classe(class).   Só estou conseguindo retornar o CODE  do CODE  mas quero pegar sua class também baseado no name  retornado.A condição seria: Se o CODE  tiver o CODE  CODE  então me retorne sua classe.  CODE  ",jquery html
"Estou com uma dificuldade em uma aplicação que le um arquivo json e renderiza no HTML, não estou conseguindo acessar o objeto corretamente, a variavel products fica como undefined. Alguém poderia me ajudar?  se tiver alguma outra forma para resolver também estou aberta  html  CODE   js  CODE   arquivo json  CODE  ",jquery html  
"Bom dia galera!  Estou começando estudar agora angular, node e typescript (não nessa ordem) e me surgiram as seguintes dúvidas:  1- Notei que para executar o angular, normalmente se utiliza o node para apps backend por exemplo. Vi que da pra criar layouts com o angular, sendo assim, como faço para executar um projeto pelo chrome? (por ex exportar o proj pra um server sem node)  2-Utilizando o angular e node, o PHP não teria mais necessidade em um projeto?  3- Com essas 3 linguagens, considerando que sou mediano em javascript, por onde devo começar?  Fico no aguardo com a colaboração de vcs :D ",angular node.js 
"Boa noite, para muitos é facil, mas não estou conseguindo resolver.  Tenho uma página de pedidos a qual tenho um campo com os produtos e a quantidade de cada um, ao clicar em adicionar ele mostra numa div um ""preview"" dos pedidos e os valores.  Quando eu clico pra enviar o pedido, ele só envia o que esta no dropdown de seleção e não a lista toda.  Queria saber como eu faço para enviar toda essa lista de produtos para a página php que vai ser a responsável por tratar desses dados.  Segue o formulário que estou usando http://bootsnipp.com/snippets/featured/payment-form-with-total-preview  Ali tem os arquivos html e js  Alguem pode me ajudar?  Muito obrigado pessoal, tenham todos uma boa noite. ",html
